route_number,route_name,route_destination,day_type,day,time_period,early_stops,late_stops,on-time_stops,key,datetime_x,date,datetime_y,tempmax,tempmin,temp,dew,humidity,precip,snow,windgust,windspeed,visibility
95,Tuxedo - Riverview,Polo Park,Weekday,2024-10-09,18:30-22:30,18,3.0,59.0,95##Polo Park##20241009000000##Weekday##18:30-22:30,2024-10-10 17:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
44,Grey,Kildonan Place via Louelda,Weekday,2024-10-09,18:30-22:30,2,0.0,3.0,44##Kildonan Place via Louelda##20241009000000##Weekday##18:30-22:30,2024-10-10 17:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
47,Transcona - Pembina,Kildonan Place,Weekday,2024-10-09,16:00-18:30,11,0.0,17.0,47##Kildonan Place##20241009000000##Weekday##16:00-18:30,2024-10-10 10:30:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
47,Transcona - Pembina,Transcona via Regent,Weekday,2024-10-09,18:30-22:30,24,179.0,72.0,47##Transcona via Regent##20241009000000##Weekday##18:30-22:30,2024-10-10 17:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
47,Transcona - Pembina,Kildonan Place,Weekday,2024-10-09,18:30-22:30,0,3.0,52.0,47##Kildonan Place##20241009000000##Weekday##18:30-22:30,2024-10-10 17:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
11,Portage-Kildonan,North Kildonan via Rothesay,Weekday,2024-10-09,16:00-18:30,18,32.0,65.0,11##North Kildonan via Rothesay##20241009000000##Weekday##16:00-18:30,2024-10-10 10:30:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
42,Plessis Express,Lakeside Meadows,Weekday,2024-10-09,09:00-16:00,10,1.0,7.0,42##Lakeside Meadows##20241009000000##Weekday##09:00-16:00,2024-10-10 01:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
11,Portage-Kildonan,Glenway,Weekday,2024-10-09,18:30-22:30,96,0.0,6.0,11##Glenway##20241009000000##Weekday##18:30-22:30,2024-10-10 17:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
671,Dalhousie,Prairie Pointe,Weekday,2024-10-09,09:00-16:00,66,0.0,204.0,671##Prairie Pointe##20241009000000##Weekday##09:00-16:00,2024-10-10 01:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
15,Sargent-Mountain,Mountain and Fife,Weekday,2024-10-09,09:00-16:00,10,0.0,20.0,15##Mountain and Fife##20241009000000##Weekday##09:00-16:00,2024-10-10 01:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
89,North Transcona - Kildonan Place,North Transcona,Weekday,2024-10-09,09:00-16:00,20,0.0,77.0,89##North Transcona##20241009000000##Weekday##09:00-16:00,2024-10-10 01:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
71,Arlington,Portage via McPhillips,Weekday,2024-10-09,09:00-16:00,29,0.0,6.0,71##Portage via McPhillips##20241009000000##Weekday##09:00-16:00,2024-10-10 01:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
16,Selkirk-Osborne,Selkirk & McPhillips,Weekday,2024-10-09,09:00-16:00,43,4.0,19.0,16##Selkirk & McPhillips##20241009000000##Weekday##09:00-16:00,2024-10-10 01:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
65,Grant Express,Ridgewood,Weekday,2024-10-09,09:00-16:00,0,0.0,9.0,65##Ridgewood##20241009000000##Weekday##09:00-16:00,2024-10-10 01:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
15,Sargent-Mountain,Inkster Park via Church,Weekday,2024-10-09,09:00-16:00,20,59.0,111.0,15##Inkster Park via Church##20241009000000##Weekday##09:00-16:00,2024-10-10 01:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
16,Selkirk-Osborne,Kingston Row,Weekday,2024-10-09,09:00-16:00,0,44.0,1.0,16##Kingston Row##20241009000000##Weekday##09:00-16:00,2024-10-10 01:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
334,Adsum,Castlebury Meadows,Weekday,2024-10-09,16:00-18:30,14,36.0,80.0,334##Castlebury Meadows##20241009000000##Weekday##16:00-18:30,2024-10-10 10:30:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
17,McGregor,Maples via,Weekday,2024-10-09,18:30-22:30,0,69.0,18.0,17##Maples via##20241009000000##Weekday##18:30-22:30,2024-10-10 17:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
23,Broadway - William,Fort and Assiniboine via Maryland,Weekday,2024-10-09,18:30-22:30,20,37.0,128.0,23##Fort and Assiniboine via Maryland##20241009000000##Weekday##18:30-22:30,2024-10-10 17:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
BLUE,Route BLUE,St. Norbert,Weekday,2024-10-10,16:00-18:30,124,360.0,389.0,BLUE##St. Norbert##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
26,Logan - Berry,Portage & Tylehurst,Weekday,2024-10-09,16:00-18:30,16,0.0,20.0,26##Portage & Tylehurst##20241009000000##Weekday##16:00-18:30,2024-10-10 10:30:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
66,Grant,Unicity,Weekday,2024-10-09,18:30-22:30,87,60.0,51.0,66##Unicity##20241009000000##Weekday##18:30-22:30,2024-10-10 17:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
642,Lindenwoods East,Fort Garry Industrial Park via Lindenwoods East,Weekday,2024-10-09,18:30-22:30,0,0.0,198.0,642##Fort Garry Industrial Park via Lindenwoods East##20241009000000##Weekday##18:30-22:30,2024-10-10 17:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
79,Charleswood,Westdale via Kenaston,Weekday,2024-10-09,22:30-05:00,24,0.0,40.0,79##Westdale via Kenaston##20241009000000##Weekday##22:30-05:00,2024-10-10 03:30:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
43,Munroe,Kildonan Place,Weekday,2024-10-10,05:00-09:00,1,32.0,100.0,43##Kildonan Place##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
95,Tuxedo - Riverview,Polo Park,Weekday,2024-10-10,05:00-09:00,81,93.0,250.0,95##Polo Park##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
690,Industrial,Seel Station via Fort Garry Industrial Park,Weekday,2024-10-10,16:00-18:30,46,33.0,240.0,690##Seel Station via Fort Garry Industrial Park##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
79,Charleswood,Polo Park via Kenaston,Weekday,2024-10-10,09:00-16:00,213,7.0,566.0,79##Polo Park via Kenaston##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
BLUE,Route BLUE,St. Norbert,Weekday,2024-10-10,09:00-16:00,66,267.0,358.0,BLUE##St. Norbert##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
55,St. Anne's,University of Winnipeg via Meadowood,Weekday,2024-10-10,05:00-09:00,19,141.0,258.0,55##University of Winnipeg via Meadowood##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
58,Dakota Express,South St. Vital via Paddington,Weekday,2024-10-10,16:00-18:30,7,150.0,18.0,58##South St. Vital via Paddington##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
33,Maples,Maples via Mapleglen,Weekday,2024-10-10,09:00-16:00,50,0.0,131.0,33##Maples via Mapleglen##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
19,Marion-Logan-Notre Dame,via Notre Dame,Weekday,2024-10-10,05:00-09:00,150,176.0,458.0,19##via Notre Dame##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
85,Kildonan Place - North Kildonan,Henderson & Whellams,Weekday,2024-10-10,18:30-22:30,0,80.0,10.0,85##Henderson & Whellams##20241010000000##Weekday##18:30-22:30,2024-10-11 17:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
83,Unicity - Strauss Dr - Murray Industrial Park,Unicity,Weekday,2024-10-10,05:00-09:00,17,2.0,272.0,83##Unicity##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
649,Chevrier,Fort Whyte Alive,Weekday,2024-10-10,05:00-09:00,72,36.0,116.0,649##Fort Whyte Alive##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
677,Wilkes,Kenaston Common via Industrial Park,Weekday,2024-10-10,05:00-09:00,16,49.0,86.0,677##Kenaston Common via Industrial Park##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
67,Charleswood Express,City Hall,Weekday,2024-10-10,16:00-18:30,21,78.0,197.0,67##City Hall##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
14,Ellice-St. Mary's,Ferry Road,Weekday,2024-10-10,16:00-18:30,107,372.0,302.0,14##Ferry Road##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
694,Wildwood,Fort Garry Industrial Park via Wildwood,Weekday,2024-10-10,09:00-16:00,0,13.0,6.0,694##Fort Garry Industrial Park via Wildwood##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
96,St. Vital Centre - Windsor Park,Paterson Loop via Southdale,Weekday,2024-10-10,18:30-22:30,1,0.0,10.0,96##Paterson Loop via Southdale##20241010000000##Weekday##18:30-22:30,2024-10-11 17:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
98,Westdale - Grace Hospital,Westdale,Weekday,2024-10-10,18:30-22:30,27,0.0,0.0,98##Westdale##20241010000000##Weekday##18:30-22:30,2024-10-11 17:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
54,St. Mary's Express,St. Amant,Weekday,2024-10-10,09:00-16:00,0,4.0,5.0,54##St. Amant##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
47,Transcona - Pembina,Transcona via Regent,Weekday,2024-10-10,05:00-09:00,195,85.0,495.0,47##Transcona via Regent##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
49,Dugald,Balmoral Station,Weekday,2024-10-10,09:00-16:00,6,20.0,11.0,49##Balmoral Station##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
44,Grey,Kildonan Place via London,Weekday,2024-10-10,05:00-09:00,41,150.0,226.0,44##Kildonan Place via London##20241010000000##Weekday##05:00-09:00,2024-10-10 14:00:00+00:00,2024-10-10,2024-10-10 00:00:00+00:00,68.6,50.0,58.9,44.1,58.6,0.0,0.0,25.2,5.5,13.9
25,Ness Super Express,City Hall,Weekday,2024-10-10,09:00-16:00,1,0.0,0.0,25##City Hall##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
71,Arlington,Templeton via Sinclair,Weekday,2024-10-10,16:00-18:30,92,81.0,51.0,71##Templeton via Sinclair##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
90,Kildonan Place - Whellams Lane,Kildonan Place,Weekday,2024-10-10,09:00-16:00,39,0.0,175.0,90##Kildonan Place##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
97,Inkster Industrial Park - Point Douglas,Fife,Weekday,2024-10-10,09:00-16:00,0,15.0,29.0,97##Fife##20241010000000##Weekday##09:00-16:00,2024-10-11 01:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
90,Kildonan Place - Whellams Lane,North Transcona,Weekday,2024-10-10,16:00-18:30,0,100.0,39.0,90##North Transcona##20241010000000##Weekday##16:00-18:30,2024-10-11 10:30:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
41,Henderson Express,North Kildonan,Weekday,2024-10-11,16:00-18:30,38,93.0,22.0,41##North Kildonan##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
65,Grant Express,Ridgewood,Weekday,2024-10-11,16:00-18:30,117,287.0,224.0,65##Ridgewood##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
694,Wildwood,Seel Station via Wildwood,Weekday,2024-10-11,09:00-16:00,10,0.0,1.0,694##Seel Station via Wildwood##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
87,Industrial,Beghin & Dugald,Weekday,2024-10-11,09:00-16:00,0,19.0,22.0,87##Beghin & Dugald##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
19,Marion-Logan-Notre Dame,via Notre Dame,Weekday,2024-10-11,09:00-16:00,116,49.0,504.0,19##via Notre Dame##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
14,Ellice-St. Mary's,South St. Vital via Paddington,Weekday,2024-10-11,09:00-16:00,41,187.0,586.0,14##South St. Vital via Paddington##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
44,Grey,Kildonan Place via London,Weekday,2024-10-11,16:00-18:30,0,281.0,52.0,44##Kildonan Place via London##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
44,Grey,Broadway via Louelda,Weekday,2024-10-11,05:00-09:00,60,99.0,177.0,44##Broadway via Louelda##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
60,Pembina,Downtown,Weekday,2024-10-11,09:00-16:00,217,585.0,509.0,60##Downtown##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
11,Portage-Kildonan,Polo Park,Weekday,2024-10-11,05:00-09:00,303,123.0,788.0,11##Polo Park##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
75,Crosstown East,University of Manitoba,Weekday,2024-10-11,05:00-09:00,404,82.0,640.0,75##University of Manitoba##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
49,Dugald,Balmoral Station,Weekday,2024-10-11,16:00-18:30,25,83.0,203.0,49##Balmoral Station##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
59,South St. Anne's Express,Island Lakes,Weekday,2024-10-11,16:00-18:30,30,126.0,65.0,59##Island Lakes##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
48,McMeans Express,North Transcona,Weekday,2024-10-11,16:00-18:30,18,136.0,120.0,48##North Transcona##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
96,St. Vital Centre - Windsor Park,Paterson Loop via Southdale,Weekday,2024-10-11,09:00-16:00,0,0.0,42.0,96##Paterson Loop via Southdale##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
41,Henderson Express,Glenway,Weekday,2024-10-11,09:00-16:00,0,0.0,3.0,41##Glenway##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
11,Portage-Kildonan,Glenway,Weekday,2024-10-11,16:00-18:30,136,41.0,162.0,11##Glenway##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
16,Selkirk-Osborne,Tyndall Park via Burrows,Weekday,2024-10-11,16:00-18:30,6,354.0,107.0,16##Tyndall Park via Burrows##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
26,Logan - Berry,Polo Park,Weekday,2024-10-11,05:00-09:00,100,45.0,155.0,26##Polo Park##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
650,McGillivray,Fort Whyte Alive,Weekday,2024-10-11,16:00-18:30,7,48.0,166.0,650##Fort Whyte Alive##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
32,North Main Express,via Leila,Weekday,2024-10-11,16:00-18:30,31,36.0,101.0,32##via Leila##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
47,Transcona - Pembina,Transcona via Kildare,Weekday,2024-10-11,16:00-18:30,137,62.0,153.0,47##Transcona via Kildare##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
691,Whyte Ridge,Whyte Ridge via Scurfield,Weekday,2024-10-11,16:00-18:30,219,42.0,248.0,691##Whyte Ridge via Scurfield##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
330,Murray,Riverbend and Main,Weekday,2024-10-11,05:00-09:00,30,28.0,93.0,330##Riverbend and Main##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
55,St. Anne's,University of Winnipeg via Dakota,Weekday,2024-10-11,16:00-18:30,63,52.0,28.0,55##University of Winnipeg via Dakota##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
330,Murray,Garden City Centre,Weekday,2024-10-11,09:00-16:00,33,4.0,39.0,330##Garden City Centre##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
85,Kildonan Place - North Kildonan,Henderson & Whellams,Weekday,2024-10-11,16:00-18:30,4,92.0,147.0,85##Henderson & Whellams##20241011000000##Weekday##16:00-18:30,2024-10-12 10:30:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
16,Selkirk-Osborne,Tyndall Park via Burrows,Weekday,2024-10-11,09:00-16:00,200,213.0,429.0,16##Tyndall Park via Burrows##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
17,McGregor,Misericordia Health Centre,Weekday,2024-10-11,09:00-16:00,254,234.0,590.0,17##Misericordia Health Centre##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
694,Wildwood,Fort Garry Industrial Park via Wildwood,Weekday,2024-10-11,09:00-16:00,2,4.0,12.0,694##Fort Garry Industrial Park via Wildwood##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
22,Assiniboia Express,Crestview,Weekday,2024-10-11,09:00-16:00,0,0.0,11.0,22##Crestview##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
32,North Main Express,Riverbend,Weekday,2024-10-11,09:00-16:00,0,0.0,11.0,32##Riverbend##20241011000000##Weekday##09:00-16:00,2024-10-12 01:00:00+00:00,2024-10-12,2024-10-12 00:00:00+00:00,17.5,-6.2,12.1,7.2,80.3,0.055,0.3,24.2,9.7,7.0
12,William,City Hall,Weekday,2024-10-11,05:00-09:00,100,7.0,197.0,12##City Hall##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
672,Killarney,Prairie Pointe,Weekday,2024-10-11,05:00-09:00,3,24.0,187.0,672##Prairie Pointe##20241011000000##Weekday##05:00-09:00,2024-10-11 14:00:00+00:00,2024-10-11,2024-10-11 00:00:00+00:00,51.1,34.6,39.3,36.0,88.0,0.0,0.0,26.4,10.5,10.1
